228.6781 	EXP 	stimuli: text = u'green'
228.6781 	EXP 	hint: autoDraw = True
229.1978 	EXP 	stimuli: autoDraw = True
229.7133 	DATA 	Keypress: down
229.7364 	EXP 	New trial (rep=0, index=12): OrderedDict([('word', u'red'), ('color', u'red'), ('congruent', 1), ('corrAns', u'left')])
229.8747 	EXP 	stimuli: autoDraw = False
229.8747 	EXP 	hint: autoDraw = False
229.8747 	EXP 	stimuli: color = u'red (named)'
229.8747 	EXP 	stimuli: text = u'red'
229.8747 	EXP 	hint: autoDraw = True
230.2644 	EXP 	stimuli: autoDraw = True
230.9890 	DATA 	Keypress: left
231.0127 	EXP 	New trial (rep=0, index=13): OrderedDict([('word', u'red'), ('color', u'red'), ('congruent', 1), ('corrAns', u'left')])
231.0284 	EXP 	stimuli: autoDraw = False
231.0284 	EXP 	hint: autoDraw = False
231.0284 	EXP 	stimuli: color = u'red (named)'
231.0284 	EXP 	stimuli: text = u'red'
231.0284 	EXP 	hint: autoDraw = True
231.5438 	EXP 	stimuli: autoDraw = True
232.2877 	DATA 	Keypress: left
232.3118 	EXP 	New trial (rep=0, index=14): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
232.4636 	EXP 	stimuli: autoDraw = False
232.4636 	EXP 	hint: autoDraw = False
232.4636 	EXP 	stimuli: color = u'blue (named)'
232.4636 	EXP 	stimuli: text = u'blue'
232.4636 	EXP 	hint: autoDraw = True
232.8454 	EXP 	stimuli: autoDraw = True
233.6410 	DATA 	Keypress: right
